ID,OffensiveYardarge,RB,TE,Down,ToGo,TotalToGo,Formation,EPA,RusherStrength,BlockerStrength,DefenderStrength
4028,16,1,1,1,10,39,3-4,1.075813,0.030967027012518366,0.03549909671984428,0.02313292998957139
4029,8,1,1,1,10,23,3-4,0.396865,0.030967027012518366,0.03549909671984428,0.02159055883738397
4036,0,1,1,1,10,75,4-3,-0.619987,0.023141448544722432,0.04219553610623163,0.028173685589556925
4039,3,1,2,1,10,61,0-0,-0.128216,0.030967027012518366,0.03549909671984428,0.027147892675993816
4041,3,1,1,1,10,50,3-4,-0.184003,0.030967027012518366,0.03549909671984428,0.03164575034779975
4042,-5,1,2,2,7,47,0-0,-1.656315,0.030967027012518366,0.03549909671984428,0.03164575034779975
4047,2,1,1,1,10,51,3-4,-0.31363,0.030967027012518366,0.03549909671984428,0.02696406919865983
4048,-2,1,1,2,8,49,3-4,-1.094443,0.030967027012518366,0.03549909671984428,0.03226635934869716
4056,3,1,2,1,10,46,0-0,-0.197586,0.030967027012518366,0.03549909671984428,0.02696406919865983
4057,6,1,2,2,7,43,0-0,0.319652,0.030967027012518366,0.03549909671984428,0.02696406919865983
4058,0,1,2,3,1,37,3-4,-1.725573,0.030967027012518366,0.03549909671984428,0.0290474732650842
4060,14,1,2,1,10,73,4-3,0.795098,0.009871877969661443,0.036718727402598135,0.026135018082629063
4061,4,1,3,1,10,59,4-3,-0.034229,0.009871877969661443,0.036718727402598135,0.026135018082629063
4067,4,1,2,2,10,57,4-3,-0.287176,0.03732296859373035,0.03967516837635983,0.034949903669397556
4070,2,1,1,2,7,38,4-3,-0.369389,0.03732296859373035,0.03967516837635983,0.018648591924795756
4075,0,1,2,1,10,70,3-4,-0.53192,0.03732296859373035,0.03967516837635983,0.036736885107249734
4077,4,1,2,2,10,75,3-4,-0.208156,0.03732296859373035,0.03967516837635983,0.03398031446071325
4079,7,1,3,1,10,67,4-3,0.518765,0.009871877969661443,0.036718727402598135,0.03556530677394674
4080,7,1,2,2,3,60,4-3,0.177231,0.009871877969661443,0.036718727402598135,0.03556530677394674
4082,3,1,1,2,1,44,3-4,0.092969,0.009871877969661443,0.036718727402598135,0.031640816195912413
4086,0,1,1,2,10,29,4-3,-0.549801,0.009871877969661443,0.036718727402598135,0.023333434908321564
4089,2,1,1,2,5,70,3-4,-0.553541,0.03732296859373035,0.03967516837635983,0.024534534873529384
4091,5,1,2,1,10,71,4-3,0.121778,0.009871877969661443,0.036718727402598135,0.03348287521824957
4095,1,1,3,2,8,63,3-4,-0.697007,0.03732296859373035,0.03967516837635983,0.03769228332234961
4099,14,1,2,1,10,61,4-3,0.745488,0.009871877969661443,0.036718727402598135,0.0335133423649892
4100,9,1,2,1,10,47,3-4,0.492785,0.009871877969661443,0.036718727402598135,0.0335133423649892
4101,0,1,2,2,1,38,4-3,-0.337754,0.009871877969661443,0.036718727402598135,0.030858291169981206
4102,2,1,2,3,1,38,4-3,0.432797,0.009871877969661443,0.036718727402598135,0.030858291169981206
4110,4,1,1,2,10,71,3-4,-0.344639,0.03732296859373035,0.03967516837635983,0.029186396369906987
4120,7,1,2,1,10,65,3-4,0.417037,0.03732296859373035,0.03967516837635983,0.04240103768133652
4121,4,2,2,2,3,58,3-4,0.145906,0.03732296859373035,0.03967516837635983,0.0248155672252038
4123,2,1,1,2,3,47,3-4,0.011987,0.03732296859373035,0.03967516837635983,0.02542690529361562
4125,-2,1,2,1,10,39,4-3,-0.668542,0.03732296859373035,0.03967516837635983,0.036736885107249734
4130,18,1,1,1,10,62,4-3,0.889027,0.009871877969661443,0.036718727402598135,0.021725481500842105
4131,4,1,1,1,10,44,4-3,-0.092848,0.009871877969661443,0.036718727402598135,0.021725481500842105
4133,2,1,1,3,6,40,0-0,-0.987431,0.009871877969661443,0.036718727402598135,0.041582776697064096
4135,6,1,2,1,10,62,3-4,0.210158,0.03732296859373035,0.03967516837635983,0.03928620177116698
4138,0,1,2,2,2,73,4-3,-1.021096,0.009871877969661443,0.036718727402598135,0.03312116036122394
4141,5,1,3,2,10,49,4-3,-0.223825,0.009871877969661443,0.036718727402598135,0.026135018082629063
4159,2,1,2,2,6,31,4-3,-0.417215,0.009871877969661443,0.036718727402598135,0.03685166949993031
4160,9,1,1,3,4,29,3-4,1.442928,0.009871877969661443,0.036718727402598135,0.03512129577246866
4170,2,1,1,1,10,67,3-4,-0.301732,0.009871877969661443,0.036718727402598135,0.025197766708672048
4171,5,1,1,2,8,65,3-4,-0.114059,0.009871877969661443,0.036718727402598135,0.025197766708672048
4172,1,1,3,3,3,60,4-3,-1.64966,0.009871877969661443,0.036718727402598135,0.02068704782249311
4176,1,1,1,1,10,54,3-4,-0.377001,0.009871877969661443,0.036718727402598135,0.02068704782249311
4177,4,1,2,2,9,53,4-3,-0.232915,0.009871877969661443,0.036718727402598135,0.02068704782249311
4178,4,1,2,3,5,49,4-3,-0.86383,0.009871877969661443,0.036718727402598135,0.02068704782249311
4180,-1,1,2,1,10,50,4-3,-0.642132,0.009871877969661443,0.036718727402598135,0.026135018082629063
4181,-1,1,1,1,10,75,4-3,-0.78828,0.007066130927046504,0.042331760004245836,0.02827139049352993
4184,1,2,1,2,10,65,4-3,-0.826304,0.007066130927046504,0.042331760004245836,0.02827139049352993
4188,5,1,1,3,10,35,4-3,-0.601627,0.007066130927046504,0.042331760004245836,0.04227685916207679
4189,4,2,2,1,10,75,4-3,-0.05709,0.0047349631703156175,0.02971657026358872,0.009007087150789532
4190,2,2,2,2,6,71,4-3,-0.486412,0.0047349631703156175,0.02971657026358872,0.009007087150789532
4193,5,1,3,1,10,40,4-3,0.098747,0.007066130927046504,0.042331760004245836,0.01193648211941662
4194,8,1,1,2,5,35,4-3,0.805163,0.007066130927046504,0.042331760004245836,0.014978914168233683
4196,11,1,1,2,5,22,4-3,0.731507,0.007066130927046504,0.042331760004245836,0.014978914168233683
4198,3,1,1,1,10,75,4-3,-0.221613,0.0047349631703156175,0.02971657026358872,0.015822049872222764
4214,4,1,2,1,10,69,4-3,-0.111214,0.0047349631703156175,0.02971657026358872,0.014552022357156701
4217,4,1,1,2,10,60,4-3,-0.195488,0.0047349631703156175,0.02971657026358872,0.009007087150789532
4222,24,2,1,1,10,41,4-3,1.356493,0.0047349631703156175,0.02971657026358872,0.009007087150789532
4229,7,1,1,1,10,69,4-3,0.507719,0.007066130927046504,0.042331760004245836,0.03186700110218512
4230,6,2,1,2,3,62,4-3,0.13225,0.007066130927046504,0.042331760004245836,0.025423628415153617
4232,5,1,1,2,10,56,4-3,-0.09641,0.007066130927046504,0.042331760004245836,0.014978914168233683
4234,2,1,2,1,10,27,4-3,-0.257198,0.007066130927046504,0.042331760004245836,0.010947895365861621
4235,2,1,1,2,8,25,4-3,-0.372197,0.007066130927046504,0.042331760004245836,0.02347323150166246
4245,4,1,1,1,10,38,4-3,-0.163672,0.0047349631703156175,0.02971657026358872,0.009007087150789532
4247,2,1,2,2,10,29,4-3,-0.342594,0.0047349631703156175,0.02971657026358872,0.03253968526259031
4249,52,2,1,1,10,75,4-3,3.060512,0.007066130927046504,0.042331760004245836,0.02618418556555565
4254,6,2,2,1,10,75,4-3,0.3279,0.0047349631703156175,0.02971657026358872,0.013549226778737272
4255,6,1,1,2,4,69,4-3,0.370396,0.0047349631703156175,0.02971657026358872,0.013549226778737272
4256,0,1,2,1,10,63,4-3,-0.531198,0.0047349631703156175,0.02971657026358872,0.013549226778737272
4261,3,1,1,2,10,29,4-3,-0.26691,0.0047349631703156175,0.02971657026358872,0.01291972367655242
4267,4,1,1,2,10,78,4-3,-0.235219,0.007066130927046504,0.042331760004245836,0.03026993182986398
4274,2,1,2,1,10,78,4-3,-0.444082,0.007066130927046504,0.042331760004245836,0.010786819789023178
4275,2,1,2,2,8,76,4-3,-0.472308,0.007066130927046504,0.042331760004245836,0.03710711907619825
4278,1,1,1,1,10,45,4-3,-0.430851,0.007066130927046504,0.042331760004245836,0.025423628415153617
4279,-4,1,1,2,9,44,4-3,-1.390018,0.007066130927046504,0.042331760004245836,0.016256569586090595
4284,2,1,1,1,20,71,4-3,-0.374778,0.0047349631703156175,0.02971657026358872,0.018597398211487093
4288,2,1,1,1,10,69,3-4,-0.307228,0.007066130927046504,0.042331760004245836,0.02827139049352993
4298,5,2,1,2,10,66,3-4,-0.174929,0.011854745019880705,0.03659961964607415,0.014727854322445342
4310,9,1,2,2,1,70,4-3,0.016782,0.011854745019880705,0.03659961964607415,0.02296071445143188
4312,4,2,1,2,10,61,3-4,-0.174728,0.011854745019880705,0.03659961964607415,0.013735191772691252
4319,0,1,1,3,1,49,4-3,-1.642194,0.011854745019880705,0.03659961964607415,0.02665883094731101
4322,-3,1,1,2,4,29,4-3,-0.887157,0.0656582180798903,0.040371172852227945,0.0150558946976567
4325,5,2,2,1,10,71,3-4,0.121778,0.011854745019880705,0.03659961964607415,0.008114528115347205
4326,1,1,1,2,5,66,3-4,-0.774827,0.011854745019880705,0.03659961964607415,0.016485161152626677
4332,3,1,2,1,10,26,3-4,-0.151058,0.011854745019880705,0.03659961964607415,0.02296071445143188
4333,0,1,1,2,7,23,4-3,-0.547784,0.011854745019880705,0.03659961964607415,0.02296071445143188
4338,3,1,2,1,10,70,4-3,-0.205662,0.0656582180798903,0.040371172852227945,0.027846709665011758
4340,4,1,1,1,10,60,4-3,-0.025264000000000002,0.0656582180798903,0.040371172852227945,0.018774596583379786
4342,1,1,2,1,10,49,4-3,-0.427004,0.0656582180798903,0.040371172852227945,0.012301323318032995
4346,1,1,1,1,10,69,4-3,-0.435957,0.011854745019880705,0.03659961964607415,0.02665883094731101
4357,1,1,1,3,20,75,0-0,-0.569959,0.011854745019880705,0.03659961964607415,0.01357446537488064
4359,6,1,1,2,20,64,4-3,-1.204504,0.0656582180798903,0.040371172852227945,0.013523589361216578
4362,5,1,3,1,10,47,4-3,0.019349,0.0656582180798903,0.040371172852227945,0.014819534188179164
4364,4,1,1,1,10,36,4-3,-0.11954,0.0656582180798903,0.040371172852227945,0.017434054162277147
4375,5,1,2,2,3,68,0-0,0.177565,0.011854745019880705,0.03659961964607415,0.014727854322445342
4380,7,1,1,1,10,26,4-3,0.347763,0.011854745019880705,0.03659961964607415,0.020255260505306846
4387,4,1,1,1,10,36,4-3,-0.11954,0.0656582180798903,0.040371172852227945,0.027846709665011758
4389,-1,2,2,1,10,23,3-4,-0.404933,0.0656582180798903,0.040371172852227945,0.019755118083328266
4392,5,1,1,1,10,76,3-4,0.139358,0.011854745019880705,0.03659961964607415,0.024830911715015315
4398,0,2,2,4,1,31,4-3,-3.180266,0.011854745019880705,0.03659961964607415,0.024454416658517247
4400,-3,1,1,2,10,69,4-3,-1.207495,0.0656582180798903,0.040371172852227945,0.02492129803387684
4405,3,1,2,2,6,72,4-3,-0.341496,0.011854745019880705,0.03659961964607415,0.02665883094731101
4407,2,1,2,4,1,67,4-3,2.287999,0.011854745019880705,0.03659961964607415,0.019872232283207242
4411,-1,1,1,2,3,47,4-3,-0.806548,0.011854745019880705,0.03659961964607415,0.022497003163817992
4414,7,1,1,2,2,36,3-4,0.484453,0.011854745019880705,0.03659961964607415,0.01931380330061376
4415,13,1,1,1,20,39,3-4,1.099434,0.011854745019880705,0.03659961964607415,0.015116585020825489
4422,-1,1,3,1,10,64,0-0,-0.697922,0.011854745019880705,0.03659961964607415,0.011029737826566216
4425,-2,2,2,1,10,28,3-4,-0.678424,0.04024106073619201,0.03986718748264072,0.02652291739701261
4434,8,2,1,1,10,73,3-4,0.818353,0.04686992018389902,0.048033463686989276,0.0026803972543923723
4436,0,1,1,3,2,65,3-4,-1.525476,0.04686992018389902,0.048033463686989276,0.00780908058150912
4448,1,2,1,1,10,38,3-4,-0.477199,0.04024106073619201,0.03986718748264072,0.028103325314702107
4461,9,1,1,2,4,32,4-3,0.693789,0.04686992018389902,0.048033463686989276,0.02293567899342963
4462,9,1,1,1,10,23,4-3,0.451111,0.04686992018389902,0.048033463686989276,0.02293567899342963
4468,6,2,1,2,4,51,3-4,0.639096,0.04024106073619201,0.03986718748264072,0.01719421946495599
4486,-6,1,2,1,10,53,3-4,-1.161751,0.04686992018389902,0.048033463686989276,0.02713153937747474
4494,3,1,1,2,2,61,3-4,-0.073804,0.04024106073619201,0.03986718748264072,0.013006159005765648
4499,5,2,1,2,6,33,3-4,0.097566,0.04024106073619201,0.03986718748264072,0.030215372926061204
4508,2,2,1,2,4,70,4-3,-0.613774,0.04686992018389902,0.048033463686989276,0.028570720157205506
4511,1,1,1,1,10,26,3-4,-0.331601,0.04024106073619201,0.03986718748264072,0.015776801517957413
4516,0,1,1,2,22,52,3-4,-0.747305,0.04686992018389902,0.048033463686989276,0.028514688493334706
4520,6,1,1,1,10,75,3-4,0.3279,0.04024106073619201,0.03986718748264072,0.020239262772315775
4524,-2,1,1,1,10,41,3-4,-0.627467,0.04024106073619201,0.03986718748264072,0.01746862026012401
4549,0,1,1,1,10,34,3-4,-0.542829,0.04642580956145555,0.03904400711263111,0.04167740949730993
4552,7,2,1,1,10,62,4-3,0.443111,0.035524105404837164,0.036317746271247967,0.00581561027438877
4553,5,2,1,2,3,55,4-3,0.174432,0.035524105404837164,0.036317746271247967,0.007269512842985963
4559,3,1,2,1,10,37,3-4,-0.260301,0.04642580956145555,0.03904400711263111,0.02810636783924313
4560,2,1,0,2,7,34,3-4,-0.242591,0.04642580956145555,0.03904400711263111,0.0298211023624535
4565,2,1,1,2,1,72,4-3,-0.33829,0.035524105404837164,0.036317746271247967,0.0055374112263577874
4566,0,1,1,1,10,70,4-3,-0.559295,0.035524105404837164,0.036317746271247967,0.0055374112263577874
4569,4,1,1,1,10,70,3-4,-0.097558,0.04642580956145555,0.03904400711263111,0.03357853045608564
4570,12,1,2,2,6,66,3-4,0.929154,0.04642580956145555,0.03904400711263111,0.026034294105502512
4573,3,1,1,3,4,48,3-4,-0.496547,0.04642580956145555,0.03904400711263111,0.03357853045608564
4574,5,1,1,4,1,45,3-4,1.802398,0.04642580956145555,0.03904400711263111,0.03759141354712828
4576,5,2,1,2,10,40,3-4,-0.052938,0.04642580956145555,0.03904400711263111,0.03759141354712828
4583,6,1,1,1,10,60,4-3,0.241507,0.035524105404837164,0.036317746271247967,0.0055374112263577874
4584,9,1,1,2,4,54,4-3,0.536807,0.035524105404837164,0.036317746271247967,0.0055374112263577874
4586,8,1,1,2,10,45,4-3,0.407814,0.035524105404837164,0.036317746271247967,0.006587710299824659
4593,3,1,3,1,10,75,3-4,-0.221613,0.04642580956145555,0.03904400711263111,0.03759141354712828
4597,2,1,1,2,10,60,3-4,-0.517012,0.04642580956145555,0.03904400711263111,0.03257163320071808
4601,-2,1,2,2,4,43,4-3,-1.033013,0.035524105404837164,0.036317746271247967,0.005270168239859727
4604,5,1,1,1,10,25,4-3,0.106417,0.035524105404837164,0.036317746271247967,0.0055374112263577874
4616,2,2,1,1,10,74,4-3,-0.359173,0.035524105404837164,0.036317746271247967,0.0055374112263577874
4619,9,1,1,1,10,68,3-4,0.779622,0.04642580956145555,0.03904400711263111,0.04167740949730993
4620,5,1,1,2,1,59,3-4,-0.061971,0.04642580956145555,0.03904400711263111,0.04167740949730993
4622,-2,1,2,2,5,49,3-4,-0.914431,0.04642580956145555,0.03904400711263111,0.03759141354712828
4625,4,1,2,1,10,30,3-4,-0.05812,0.04642580956145555,0.03904400711263111,0.024474310606737597
4626,4,1,2,2,6,26,3-4,-0.062709,0.04642580956145555,0.03904400711263111,0.024474310606737597
4629,6,2,1,1,10,65,4-3,0.322585,0.035524105404837164,0.036317746271247967,0.0055374112263577874
4630,11,1,1,2,4,59,4-3,0.584839,0.035524105404837164,0.036317746271247967,0.010795887576295
4631,7,1,1,1,10,48,4-3,0.257293,0.035524105404837164,0.036317746271247967,0.010795887576295
4632,5,1,1,2,3,41,4-3,0.38424,0.035524105404837164,0.036317746271247967,0.010795887576295
4634,-2,1,1,2,10,36,4-3,-1.135296,0.035524105404837164,0.036317746271247967,0.005161029297426181
4636,4,1,1,1,10,54,3-4,-0.122282,0.04642580956145555,0.03904400711263111,0.02632144893571734
4641,12,1,1,2,6,60,4-3,0.877405,0.035524105404837164,0.036317746271247967,0.008417258968963866
4642,2,1,1,1,10,48,4-3,-4.589782,0.035524105404837164,0.036317746271247967,0.008417258968963866
4646,1,1,1,1,10,74,4-3,-0.503125,0.035524105404837164,0.036317746271247967,0.008417258968963866
4651,3,1,1,2,4,76,3-4,0.076236,0.04642580956145555,0.03904400711263111,0.03811860199671755
4655,5,1,1,1,10,26,4-3,0.097631,0.035524105404837164,0.036317746271247967,0.0055374112263577874
4659,6,1,1,1,10,78,3-4,0.308536,0.04642580956145555,0.03904400711263111,0.037684482707980485
4660,15,1,1,2,4,72,3-4,0.821912,0.04642580956145555,0.03904400711263111,0.04167740949730993
4661,3,1,1,1,10,50,3-4,-0.198822,0.04642580956145555,0.03904400711263111,0.04167740949730993
4662,-1,1,2,2,7,47,3-4,-0.922753,0.04642580956145555,0.03904400711263111,0.03759141354712828
4664,3,1,0,1,10,39,3-4,-0.267316,0.04642580956145555,0.03904400711263111,0.03547722554522502
4666,6,1,1,3,7,36,3-4,-0.39393,0.04642580956145555,0.03904400711263111,0.03547541414404297
4667,0,1,2,4,1,30,4-3,-3.213956,0.04642580956145555,0.03904400711263111,0.035473790420047425
4672,0,1,2,1,10,47,3-4,-0.505018,0.04642580956145555,0.03904400711263111,0.03759141354712828
4673,-4,1,2,1,10,42,3-4,-0.783828,0.04642580956145555,0.03904400711263111,0.03759141354712828
4674,0,1,1,2,14,46,3-4,-1.164898,0.04642580956145555,0.03904400711263111,0.04167740949730993
4675,10,1,1,3,14,46,3-4,0.498031,0.04642580956145555,0.03904400711263111,0.036227776697117624
4689,3,1,1,1,10,58,3-4,-0.112859,0.02520849962944511,0.029556172413161892,0.022633909170154808
4692,5,2,1,1,10,69,3-4,0.032685,0.020395248825219717,0.05300431051629475,0.023917763051694838
4695,3,2,2,1,10,56,3-4,-0.16974,0.020395248825219717,0.05300431051629475,0.02272790337643667
4698,5,2,2,1,10,25,3-4,0.027944,0.020395248825219717,0.05300431051629475,0.026570195695980032
4703,8,1,1,1,10,78,3-4,0.916296,0.02520849962944511,0.029556172413161892,0.0263120054664921
4704,10,1,1,2,2,70,3-4,0.163364,0.02520849962944511,0.029556172413161892,0.029925206505963517
4712,5,1,1,1,10,59,3-4,0.089063,0.02520849962944511,0.029556172413161892,0.02473374916108411
4715,1,1,1,1,10,40,3-4,-0.445538,0.02520849962944511,0.029556172413161892,0.029419955675192958
4717,6,1,1,3,9,39,0-0,-0.14872,0.02520849962944511,0.029556172413161892,0.025365312699547303
4723,6,1,1,2,5,27,3-4,0.578182,0.02520849962944511,0.029556172413161892,0.022927016382719528
4725,16,1,1,2,10,21,3-4,1.10603,0.02520849962944511,0.029556172413161892,0.027891329156468893
4728,-4,1,2,1,10,75,3-4,-1.067507,0.020395248825219717,0.05300431051629475,0.02721726992659
4729,17,1,1,2,14,79,3-4,1.821412,0.020395248825219717,0.05300431051629475,0.03021334284588301
4730,3,1,2,1,10,62,3-4,-0.12171,0.020395248825219717,0.05300431051629475,0.028170037538271943
4732,11,2,2,1,10,48,3-4,0.505286,0.020395248825219717,0.05300431051629475,0.03162968927553527
4734,11,2,1,2,3,30,3-4,0.724105,0.020395248825219717,0.05300431051629475,0.0203051564618013
4741,2,1,1,1,10,75,3-4,-0.376269,0.02520849962944511,0.029556172413161892,0.02856796796438255
4742,10,1,1,1,10,37,3-4,0.690221,0.02520849962944511,0.029556172413161892,0.03348148681513909
4743,0,1,1,1,10,27,3-4,-0.373674,0.02520849962944511,0.029556172413161892,0.03348148681513909
4747,5,2,2,1,10,75,3-4,0.138211,0.020395248825219717,0.05300431051629475,0.028170037538271943
4750,9,2,1,1,10,49,3-4,0.459131,0.020395248825219717,0.05300431051629475,0.031226034874241054
4751,34,2,2,2,1,40,3-4,1.623269,0.020395248825219717,0.05300431051629475,0.029903155846401987
4754,4,1,1,1,10,79,3-4,-0.155367,0.02520849962944511,0.029556172413161892,0.027259765618005697
4756,3,1,1,1,10,67,3-4,-0.179763,0.02520849962944511,0.029556172413161892,0.029419955675192958
4758,38,2,1,1,10,44,3-4,1.83418,0.020395248825219717,0.05300431051629475,0.024257600310268405
4762,3,1,2,1,10,75,3-4,-0.233178,0.02520849962944511,0.029556172413161892,0.029925206505963517
4764,4,2,2,1,10,43,3-4,-0.125607,0.020395248825219717,0.05300431051629475,0.017733971550501326
4765,1,1,1,2,6,39,3-4,-0.582286,0.020395248825219717,0.05300431051629475,0.024560982834693466
4768,18,1,2,2,3,68,3-4,0.853636,0.02520849962944511,0.029556172413161892,0.03439733263289968
4770,-3,1,2,1,10,26,3-4,-0.564885,0.02520849962944511,0.029556172413161892,0.03439733263289968
4778,5,1,2,2,1,30,3-4,0.155181,0.02520849962944511,0.029556172413161892,0.029925206505963517
4785,2,2,1,1,10,54,3-4,-0.278436,0.020395248825219717,0.05300431051629475,0.026695280738585535
4789,4,1,1,2,10,71,3-4,-0.329672,0.02520849962944511,0.029556172413161892,0.026238255303012784
4793,0,2,2,1,10,38,3-4,-0.557353,0.020395248825219717,0.05300431051629475,0.026695280738585535
4794,20,1,2,2,10,38,3-4,1.709874,0.020395248825219717,0.05300431051629475,0.031226034874241054
4802,-1,2,2,1,10,56,3-4,-0.60665500000000006,0.020395248825219717,0.05300431051629475,0.02517270124521196
4803,-1,2,2,2,11,57,3-4,-1.406394,0.020395248825219717,0.05300431051629475,0.02517270124521196
4804,-1,2,2,3,12,58,3-4,-0.990898,0.020395248825219717,0.05300431051629475,0.02517270124521196
4810,-5,1,1,1,10,28,4-3,-1.184329,0.03796216075595333,0.03446802007773319,0.021875201924674178
4816,2,1,2,1,10,70,3-4,-0.316142,0.013113629576540367,0.029233425629286713,0.028502784790013308
4817,8,1,1,2,8,68,3-4,0.86604,0.013113629576540367,0.029233425629286713,0.0326533973132883
4821,3,1,2,1,10,33,3-4,-0.175229,0.013113629576540367,0.029233425629286713,0.009368992941272615
4822,-2,1,1,2,7,30,3-4,-0.709861,0.013113629576540367,0.029233425629286713,0.014470393644426418
4824,4,1,1,1,10,75,4-3,-0.05709,0.03796216075595333,0.03446802007773319,0.01935025700180697
4828,4,1,2,1,10,27,3-4,-0.036875,0.013113629576540367,0.029233425629286713,0.0326533973132883
4829,1,1,1,2,6,23,4-3,-0.499726,0.013113629576540367,0.029233425629286713,0.0326533973132883
4831,1,1,1,1,10,75,4-3,-0.491758,0.03796216075595333,0.03446802007773319,0.0259146881513972
